"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"trim32",8.06515496107733e-09,-0.403106936974162,0.029,0.174,0.00032430794613988
"trip12",8.17639349421381e-09,-0.349282431442205,0.101,0.323,0.000328780958795831
"cdk5",8.27930967353331e-09,-0.316093979076828,0.021,0.155,0.000332919321282448
"ndn",8.45558577284932e-09,-0.455343690251874,0.114,0.342,0.000340007559512044
"prmt5",8.72446931296376e-09,-0.294324248457547,0.027,0.168,0.000350819635543586
"aatk",8.89113258575209e-09,-0.392860973903557,0.133,0.381,0.000357521332405677
"rock2",9.11638444590065e-09,-0.381072933667438,0.088,0.297,0.000366578934954111
"ctr9",9.12851655736124e-09,-0.431929905495168,0.061,0.245,0.000367066779288053
"tmem128",9.21520231118234e-09,-0.304322138801093,0.037,0.194,0.000370552500134953
"srsf6",9.41535129312469e-09,-0.363468558882882,0.09,0.303,0.000378600690847837
"nqo2",9.45824269342883e-09,1.05294780270412,0.186,0,0.000380325396945467
"psma3-as1",9.45826127933491e-09,1.04122228778809,0.186,0,0.000380326144303336
"mbtd1",9.57622511547313e-09,-0.350140865807656,0.037,0.194,0.00038506958811829
"snhg9",9.66352304932896e-09,-0.419738030453525,0.056,0.232,0.000388579925336567
"pgls",9.66741380409201e-09,-0.31172716882525,0.029,0.174,0.000388736376476344
"scg3",1.01076947542006e-08,-0.391248179923857,0.194,0.477,0.00040644051376116
"crat",1.08013930397056e-08,-0.391660997757625,0.011,0.123,0.000434334815519601
"dnajc5",1.09444044320037e-08,-0.37314484496844,0.149,0.406,0.0004400854466153
"gnai2",1.0981537816493e-08,-0.464252758216624,0.051,0.219,0.000441578617139002
"zranb1",1.10439904433091e-08,-0.320691216710858,0.101,0.323,0.000444089899715901
"igsf8",1.11170444057693e-08,-0.599803310888269,0.223,0.516,0.00044702747260039
"nomo1",1.11464262691991e-08,-0.590281624759529,0.04,0.194,0.000448208946710765
"cpt1c",1.12478667309702e-08,-0.343808021674113,0.077,0.277,0.000452287969119042
"ddrgk1",1.15037511220016e-08,-0.472387840871685,0.104,0.323,0.000462577336366805
"zmynd11",1.17979527206561e-08,-0.517120503421587,0.152,0.4,0.000474407476850303
"pappa",1.21334165816882e-08,1.13901131375438,0.215,0.019,0.000487896814166263
"mir181a1hg",1.24522013656493e-08,1.14467669242473,0.184,0,0.000500715469114124
"sh3glb2",1.25256430457729e-08,-0.59492939857412,0.059,0.232,0.000503668632513572
"ubxn2a",1.28174242850516e-08,-0.390862522901776,0.056,0.232,0.000515401447926211
"terf2ip",1.3428582529819e-08,1.29877980772292,0.354,0.148,0.000539976732106552
"nhlh2",1.42362475770136e-08,-0.462635242556896,0.074,0.265,0.000572453751319295
"nr1d1",1.43078069504815e-08,-0.273455073776333,0.141,0.394,0.00057533122528581
